#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2026 Jul 17 2058:25
S09503	1976-107A	Ekran	1976 Oct 26	1976 Oct 26 2115	2026 Jul 17 0503	    1436.818 	   35506.7 	 	   36094.7 	 	  3.49 	 	GEO/ID	 69.71E	 +   0.188W	1978 Aug	P	-
S11569	1976-107F	Blok DM  No. 6L	1976 Oct 26	1976 Oct 26 2115	2026 Jul 17 0543	    1419.335 	   35413.2 	 	   35502.6 	 	  2.68 	 	GEO/D	 19.83W	 +   4.256E	1976 Oct 26 1450:00	R	-
S09785	1977-005A	NATO 3B	1977 Jan 28	1977 Jan 30 0100	2026 Jul 16 1404	    1511.491 	   37071.7 	 	   37427.7 	 	  8.15 	 	VHEO	159.29E	 +  18.013W	1993 Sep  1	P	-
S09803	1977-007A	DSP F7	1977 Feb  6	1977 Feb  6 1200	2026 Jul 17 0657	    1476.493 	   36239.5 	 	   36907.8 	 	  4.65 	 	GEO/ID	110.67E	 +   9.883W	1985 Jan 24	P	-
S09855	1977-007C	Transtage 23	1977 Feb  6	1977 Feb  6 1200	2026 Jul 16 0545	    1435.117 	   35700.2 	 	   35834.6 	 	  3.32 	 	GEO/ID	112.78W	 +   0.239E	1977 Feb  6 0600:01	R	-
S09856	1977-007D	DSP 9 Aperture Cover	1977 Feb  6	1977 Feb  7?    	2018 Jun 27 0702	    1431.432 	   34716.1 	 	   36674.4 	 	 10.01 	 	GEO/ID	 74.80W	 +   1.169E	1977 Feb  6 0600:01	C	-
S09852	1977-014A	Kiku 2	1977 Feb 23	1977 Feb 26 0532	2026 Jul 16 2028	    1440.078 	   35858.4 	 	   35870.6 	 	  5.20 	 	GEO/ID	 64.60E	 +   1.005W	1990 Dec 10	P	-
S09862	1977-018A	Palapa A2	1977 Mar 10	1977 Mar 14     	2026 Jul 17 0255	    1439.189 	   35829.4 	 	   35864.8 	 	  8.61 	 	GEO/ID	 16.72W	 +   0.783W	1986?	P	-
S10000	1977-034A	DSCS II F-7	1977 May 12	1977 May 12 2300	2026 Jul 16 1236	    1489.545 	   36739.9 	 	   36912.9 	 	  7.99 	 	GEO/ID	168.76E	 +  12.960W	1981 Dec 20	P	-
S10001	1977-034B	DSCS II F-8	1977 May 12	1977 May 12 2300	2026 Jul 16 1405	    1509.000 	   37051.2 	 	   37352.4 	 	  8.70 	 	VHEO	163.32E	 +  17.447W	1990 Feb	P	-
S10002	1977-034C	Transtage 32	1977 May 12	1977 May 12 2300	2026 Jul 16 2341	    1506.984 	   35902.0 	 	   38423.9 	 	  8.62 	 	VHEO	 21.56E	 +  16.987W	1977 May 12 1426:58	R	-
S10016	1977-038A	OPS 9751	1977 May 23	1977 May 24 0100	2026 Jul 16 2307	    1436.597 	   30279.0 	 	   41313.7 	 	  7.34 	 	GEO/NS	 69.43E	 +   0.133W	1984 Nov?	P	-
S15422	1977-038C	CANYON apogee motor?	1977 May 23	1977 May 24 0100	2026 Jul 16 1947	    1407.104 	   29192.7 	 	   41241.6 	 	  6.26 	 	GEO/NS	 98.97E	 +   7.431E	1977 May 23 1813:00	C	-
S10024	1977-041A	INTELSAT IVA F4	1977 May 26	1977 May 28 0050	2026 Jul 17 0119	    1448.017 	   35965.3 	 	   36073.9 	 	  8.84 	 	GEO/ID	  6.67E	 +   2.979W	1989 Aug 10	P	-
S10061	1977-048A	GOES 2	1977 Jun 16	1977 Jun 17 0326	2026 Jul 16 2207	    1448.771 	   35984.8 	 	   36083.8 	 	  6.35 	 	GEO/ID	 51.85E	 +   3.165W	2001 May  5	P	-
S20799	1977-048G	SVM-5	1977 Jun 16	1977 Jun 17 0330	2026 Jul 17 0451	    1431.802 	   34822.1 	 	   36582.8 	 	  4.02 	 	GEO/ID	 30.34E	 +   1.076E	1977 Jun 16 1051:00	C	-
A02828	1977-048	GOES 2 VISSR Cover	1977 Jun 16	1977 Jun 20?    	1977 Jun 20	    1435.939 	   35265.0 	 	   36302.0 	 	  0.88 	 	GEO/I	-	-	1977 Jun 16 1051:00	C	-
S10143	1977-065A	Himawari	1977 Jul 14	1977 Jul 15 1400	2026 Jul 17 0118	    1450.842 	   36003.0 	 	   36146.4 	 	  6.45 	 	GEO/ID	  2.62E	 +   3.676W	1989 Sep 17	P	-
S59985	1977-065GQ	Star 27 S/N 0016	1977 Jul 14	1977 Jul 15 1400	2026 Jul 16 1647	    1423.958 	   34388.7 	 	   36708.6 	 	  4.13 	 	GEO/ID	 86.68E	 +   3.070E	1977 Jul 14 1039:00	C	-
A02835	1977-065	GMS 1 VISSR Cover	1977 Jul 14	1977 Jul 18?    	1977 Jul 18	    1436.450 	   35775.0 	 	   35812.0 	 	  1.20 	 	GEO/S	-	-	1977 Jul 14 1039:00	C	-
S10159	1977-071A	Raduga	1977 Jul 23	1977 Jul 24 0345	2026 Jul 17 0138	    1434.882 	   35725.0 	 	   35800.6 	 	  4.04 	 	GEO/ID	 73.68E	 +   0.298E	1980 Jul	P	-
S11570	1977-071F	Blok DM  No. 7L	1977 Jul 23	1977 Jul 24 0345	2026 Jul 17 0245	    1473.314 	   36468.5 	 	   36555.4 	 	  5.58 	 	GEO/ID	 15.49W	 +   9.126W	1977 Jul 23 2115:00	R	-
S10294	1977-080A	Sirio 1	1977 Aug 25	1977 Aug 27 1457	2026 Jul 16 2149	    1436.121 	   35758.9 	 	   35815.3 	 	  7.16 	 	GEO/I	 74.78E	 +   0.013W	1989 Sep 28	P	-
S10365	1977-092A	Ekran	1977 Sep 20	1977 Sep 21 0000	2026 Jul 17 0143	    1436.741 	   35662.0 	 	   35936.4 	 	  4.16 	 	GEO/ID	 89.55E	 +   0.169W	1978 Jun 23	P	-
S11571	1977-092G	Blok DM  No. 9L	1977 Sep 20	1977 Sep 21 0000	2026 Jul 17 0409	    1421.688 	   35462.0 	 	   35546.2 	 	  3.45 	 	GEO/ID	119.81W	 +   3.651E	1977 Sep 20 1728:00	R	-
S10489	1977-108A	Meteosat 1	1977 Nov 23	1977 Nov 23 1819	2026 Jul 16 2345	    1434.998 	   35727.4 	 	   35802.8 	 	  5.00 	 	GEO/ID	 34.54E	 +   0.269E	1985 Oct	P	-
S13907	1977-108D	SVM-6A	1977 Nov 23	1977 Nov 23 1821	2026 Jul 16 2204	    1472.405 	   36098.0 	 	   36890.7 	 	  6.23 	 	GEO/ID	 41.70E	 +   8.909W	1977 Nov 23 0135:00	C	-
A02900	1977-108	Meteosat 1 MVIRI cover	1977 Nov 23	1977 Dec  9?    	1977 Dec  9	    1436.245 	   35776.0 	 	   35803.0 	 	  0.20 	 	GEO/S	-	-	1977 Nov 23 0135:00	C	-
A02901	1977-108	Meteosat 1 cooler cover	1977 Nov 23	1977 Dec  9?    	1977 Dec  9	    1436.245 	   35776.0 	 	   35803.0 	 	  0.20 	 	GEO/S	-	-	1977 Nov 23 0135:00	C	-
S10508	1977-114A	OPS 4258	1977 Dec 11	1977 Dec 12?    	2025 Feb 18 1037	    1436.413 	   35701.1 	 	   35884.5 	 	 11.30 	 	GEO/I	 25.71W	 +   0.087W	1988?	P	-
S10516	1977-118A	Sakura	1977 Dec 15	1977 Dec 16 0327	2026 Jul 17 0558	    1455.831 	   36165.1 	 	   36178.9 	 	  7.31 	 	GEO/ID	 96.85W	 +   4.900W	1985 Nov 19	P	-
S10557	1978-002A	INTELSAT IVA F3	1978 Jan  7	1978 Jan  7     	2026 Jul 17 0035	    1441.325 	   35874.0 	 	   35903.7 	 	  8.94 	 	GEO/ID	147.82W	 +   1.317W	1988 Nov 15	P	-
S10637	1978-012A	IUE	1978 Jan 26	1978 Jan 27?    	2026 Jul 16 1335	    1438.866 	   29729.5 	 	   41952.1 	 	 36.69 	 	GEO/NS	154.37E	 +   0.702W	1996 Sep 30	P	-
S33000	1978-012D	IUE dust cover?	1978 Jan 26	1978 Jan 30 1630	2024 Jan 16 1412	    1434.535 	   22745.8 	 	   48766.3 	 	 39.14 	 	GEO/NS	141.82E	 +   0.386E	1978 Jan 26 1736:00	C	-
S10669	1978-016A	FLTSATCOM F1	1978 Feb  9	1978 Feb 11     	2026 Jul 17 0254	    1454.451 	   36112.4 	 	   36177.8 	 	  7.04 	 	GEO/ID	 20.11W	 +   4.563W	*	P	-
S10778	1978-035A	INTELSAT IVA F6	1978 Mar 31	1978 Apr  1     	2026 Jul 17 0522	    1436.470 	   35763.6 	 	   35824.3 	 	  8.72 	 	GEO/I	138.12E	 +   0.101W	1986 Dec 29	P	-
S10787	1978-038A	OPS 8790	1978 Apr  7	1978 Apr  8?    	2026 Jul 17 0701	    1433.160 	   35671.3 	 	   35786.9 	 	  3.56 	 	GEO/ID	126.29E	 +   0.732E	1988?	P	-
S10792	1978-039A	Yuri	1978 Apr  7	1978 Apr  9 0034	2026 Jul 16 2204	    1436.500 	   35722.4 	 	   35866.6 	 	  5.40 	 	GEO/I	 43.74E	 +   0.108W	1982 Jan 28	P	-
S10855	1978-044A	OTS 2	1978 May 11	1978 May 13 1200	2026 Jul 17 0119	    1452.474 	   36071.9 	 	   36141.2 	 	  7.94 	 	GEO/ID	  4.04E	 +   4.077W	1991 Jan	P	-
S10941	1978-058A	OPS 9454	1978 Jun 10	1978 Jun 11 0130	2025 Jun 14 0550	    1438.470 	   29422.6 	 	   42243.5 	 	 10.21 	 	GEO/NS	 12.68E	 +   0.603W	1988?	P	-
S10942	1978-058B	Transtage 33	1978 Jun 10	1978 Jun 11 0130	2026 Jul 15 1736	    1445.299 	   29943.1 	 	   41990.0 	 	 10.27 	 	GEO/NS	177.97W	 +   2.305W	1978 Jun 10 1908	R	-
S10953	1978-062A	GOES 3	1978 Jun 16	1978 Jun 17 0322	2026 Jul 16 2152	    1449.323 	   36040.5 	 	   36049.7 	 	  6.84 	 	GEO/ID	 77.36E	 +   3.301W	2016 Jun 30	P	-
S20801	1978-062D	SVM-5	1978 Jun 16	1978 Jun 17     	2026 Jul 17 0357	    1447.524 	   35568.6 	 	   36451.4 	 	  6.38 	 	GEO/ID	141.95E	 +   2.857W	1978 Jun 16 1049	C	-
S11581	1977-092H	Ekran battery part	1977 Sep 20	1978 Jun 23     	2026 Jul 17 0319	    1434.556 	   35689.0 	 	   35823.8 	 	  4.06 	 	GEO/ID	 66.98E	 +   0.381E	1977 Sep 20 1728:00	D	-
S12996	1977-092J	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2026 Jul 17 0559	    1439.580 	   35776.9 	 	   35932.6 	 	  4.23 	 	GEO/ID	 91.36W	 +   0.881W	1977 Sep 20 1728:00	D	-
S29014	1977-092K	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2026 Jul 16 2055	    1437.700 	   35734.6 	 	   35901.3 	 	  4.06 	 	GEO/ID	158.95E	 +   0.410W	1977 Sep 20 1728:00	D	-
S33519	1977-092L	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2018 Feb 26 1245	    1435.291 	   35332.9 	 	   36208.8 	 	 11.17 	 	GEO/ID	 34.68W	 +   0.195E	1977 Sep 20 1728:00	D	-
S59986	1977-092M	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2026 Jul 17 0601	    1426.578 	   35430.3 	 	   35769.8 	 	  3.70 	 	GEO/ID	 83.60W	 +   2.401E	1977 Sep 20 1728:00	D	-
S59987	1977-092N	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2026 Jul 16 2027	    1437.694 	   35759.4 	 	   35876.3 	 	  4.05 	 	GEO/ID	 62.38E	 +   0.408W	1977 Sep 20 1728:00	D	-
S59988	1977-092P	Ekran 2 debris	1977 Sep 20	1978 Jun 23     	2026 May 14 1323	    1427.313 	   35427.8 	 	   35801.2 	 	  4.02 	 	GEO/ID	161.21W	 +   2.214E	1977 Sep 20 1728:00	D	-
A02970	1978-062	GOES 3 VISSR Cover	1978 Jun 16	1978 Jun 29?    	1978 Jun 29	    1444.274 	   35448.0 	 	   36445.0 	 	  1.65 	 	GEO/D	-	-	1978 Jun 16 1049	C	-
S10975	1978-068A	Comstar 203	1978 Jun 29	1978 Jul  1 2237	2026 Jul 16 2342	    1451.635 	   35995.7 	 	   36184.7 	 	  9.46 	 	GEO/ID	 27.28E	 +   3.871W	1986 May 21	P	-
S10981	1978-071A	Geos 2	1978 Jul 14	1978 Jul 16 0430	2026 Jul 16 2056	    1449.063 	   36022.3 	 	   36057.7 	 	  5.50 	 	GEO/ID	 92.22E	 +   3.237W	1985 Oct	P	-
S10987	1978-073A	Raduga	1978 Jul 18	1978 Jul 19 0530	2026 Jul 17 0324	    1437.199 	   35764.3 	 	   35852.0 	 	  4.71 	 	GEO/ID	 83.51E	 +   0.284W	1982 Apr	P	-
S11941	1978-073F	Blok DM No. 10L	1978 Jul 18	1978 Jul 19 0530	2026 Jul 17 0349	    1475.835 	   36498.0 	 	   36623.7 	 	  6.36 	 	GEO/ID	142.41E	 +   9.727W	1978 Jul 18 2159:00	R	-
S11115	1978-106A	NATO 3C	1978 Nov 19	1978 Nov 20     	2026 Jul 17 0429	    1462.182 	   36279.7 	 	   36311.6 	 	  9.08 	 	GEO/ID	 47.69W	 +   6.447W	1992 Jun 15	P	-
S11144	1978-113A	DSCS II F-11	1978 Dec 14	1978 Dec 14 0700	2026 Jul 16 2206	    1531.395 	   37520.3 	 	   37743.5 	 	 10.72 	 	VHEO	 50.36E	 +  22.471W	1993 Dec 13	P	-
S11145	1978-113B	DSCS II F-12	1978 Dec 14	1978 Dec 14 0700	2026 Jul 17 0251	    1462.784 	   36285.7 	 	   36329.0 	 	  8.19 	 	GEO/ID	 32.14W	 +   6.593W	1993 Dec 13	P	-
S11147	1978-113D	Transtage 36	1978 Dec 14	1978 Dec 14 0700	2026 Jul 16 2117	    1535.907 	   36596.2 	 	   38840.4 	 	 10.69 	 	VHEO	121.52W	 +  23.465W	1978 Dec 14 0040:02	R	-
S11153	1978-116A	Anik B	1978 Dec 16	1978 Dec 19     	2026 Jul 16 1405	    1442.678 	   35843.7 	 	   35987.0 	 	  9.45 	 	GEO/ID	150.40W	 +   1.654W	1987 Mar  8	P	-
S11158	1978-118A	Gorizont	1978 Dec 19	1978 Dec 19 1845	2026 Jul 16 0925	    1436.651 	   22940.8 	 	   48654.1 	 	 12.39 	 	GEO/NS	 77.29E	 +   0.146W	1980 Jan 10	P	-
S11926	1978-118C	Blok DM No. 17L	1978 Dec 19	1978 Dec 19 1845	2026 Jul 16 2203	    1417.247 	   22916.7 	 	   47916.9 	 	 12.64 	 	GEO/NS	 82.33E	 +   4.794E	1978 Dec 19 1215:00	R	-
S11256	1979-007A	SCATHA	1979 Jan 30	1979 Feb  2 2200	2026 Jul 16 1117	    1418.282 	   27958.9 	 	   42915.5 	 	  9.60 	 	GEO/NS	131.10W	 +   4.527E	1991 May 28	P	-
S29000	1979-007C	SCATHA AIM	1979 Jan 30	1979 Feb  3?    	2026 Jul 15 2339	    1417.454 	   28030.5 	 	   42811.3 	 	  9.56 	 	GEO/NS	  7.25E	 +   4.740E	1979 Jan 30 2142	C	-
S11261	1979-009A	Ayame	1979 Feb  6	1979 Feb  9?    	2026 Jul 16 2202	     854.173 	   12479.1 	 	   34406.9 	 	  9.59 	 	MEO	 33.71E	-	1979 Feb  9	P	-
S11273	1979-015A	Ekran	1979 Feb 21	1979 Feb 21 1430	2026 Jul 17 0326	    1435.448 	   35604.4 	 	   35943.4 	 	  5.05 	 	GEO/ID	 89.97E	 +   0.156E	1981 May?	P	-
S13900	1979-015D	Blok DM No. 13L	1979 Feb 21	1979 Feb 21 1430	2026 Jul 17 0656	    1420.904 	   35446.2 	 	   35531.2 	 	  4.30 	 	GEO/ID	106.63E	 +   3.853E	1979 Feb 21 0749:00	R	-
S11343	1979-035A	Raduga	1979 Apr 25	1979 Apr 25 1015	2026 Jul 17 0324	    1435.951 	   35766.1 	 	   35801.4 	 	  5.22 	 	GEO/I	 84.69E	 +   0.029E	1982 May 27	P	-
S17873	1979-035E	Blok DM No. 15L	1979 Apr 25	1979 Apr 25 1015	2026 Jul 17 0116	    1437.245 	   35696.2 	 	   35921.9 	 	  5.15 	 	GEO/ID	  5.48W	 +   0.295W	1979 Apr 25 0344:00	R	-
S11353	1979-038A	FLTSATCOM F2	1979 May  4	1979 May  6     	2026 Jul 17 0558	    1461.300 	   36212.4 	 	   36344.6 	 	  7.66 	 	GEO/ID	 95.91W	 +   6.233W	1992 Feb 13	P	-
S11397	1979-053A	DSP F8	1979 Jun 10	1979 Jun 10 2000	2026 Jul 17 0114	    1458.244 	   36179.1 	 	   36258.9 	 	  7.15 	 	GEO/ID	 10.71W	 +   5.490W	1985?	P	-
S11436	1979-053C	Transtage 31	1979 Jun 10	1979 Jun 10 2000	2026 Jul 16 1605	    1448.025 	   35758.3 	 	   36281.2 	 	  6.80 	 	GEO/ID	118.56E	 +   2.981W	1979 Jun 10 1339:00	R	-
S20364	1979-053D	DSP 11 Aperture Cover	1979 Jun 10	1979 Jun 11?    	1989 Dec 31	    1449.191 	   34730.0 	 	   37355.0 	 	  7.00 	 	GEO/ID	-	-	1979 Jun 10 1339:00	C	-
S11440	1979-062A	Gorizont	1979 Jul  5	1979 Jul  6 0600	2026 Jul 17 0500	    1436.378 	   35773.3 	 	   35810.8 	 	  5.66 	 	GEO/I	 62.50E	 +   0.078W	1983 Dec  6	P	-
S14005	1979-062D	Blok DM No. 21L	1979 Jul  5	1979 Jul  6 0600	2026 Jul 16 2028	    1474.351 	   36513.8 	 	   36550.4 	 	  7.19 	 	GEO/ID	 65.55E	 +   9.373W	1979 Jul  5 2319:00	R	-
S11484	1979-072A	Westar 3	1979 Aug 10	1979 Aug 11 1430	2026 Jul 16 1415	    1440.576 	   35867.8 	 	   35880.7 	 	 10.21 	 	GEO/ID	164.19E	 +   1.130W	1990 Jan 24	P	-
S11558	1979-086A	OPS 1948	1979 Oct  1	1979 Oct  1 1800	2026 Jul 17 0446	    1437.322 	   30267.4 	 	   41353.8 	 	  6.05 	 	GEO/NS	 11.13E	 +   0.315W	1989?	P	-
S11560	1979-086C	Transtage 34	1979 Oct  1	1979 Oct  1 1800	2026 Jul 16 0836	    1444.594 	   30462.7 	 	   41442.8 	 	  5.86 	 	GEO/NS	 50.27W	 +   2.131W	1979 Oct  1 1122:00	R	-
S11561	1979-087A	Ekran	1979 Oct  3	1979 Oct  3 2345	2026 Jul 17 0327	    1436.360 	   35743.0 	 	   35840.5 	 	  5.52 	 	GEO/I	 95.53E	 +   0.073W	1981 Mar	P	-
S17939	1979-087C	Blok DM No. 23L	1979 Oct  3	1979 Oct  3 2345	2026 Jul 17 0635	    1433.077 	   35562.3 	 	   35892.7 	 	  5.26 	 	GEO/ID	 34.13E	 +   0.753E	1979 Oct  3 1712:00	R	-
S11623	1979-098C	Transtage 37	1979 Nov 21	1979 Nov 21 0832	2026 Jul 16 1327	    1510.710 	   35945.4 	 	   38523.9 	 	 10.12 	 	VHEO	170.94E	 +  17.836W	1979 Nov 21 0209:36	R	-
S11621	1979-098A	DSCS II F-13	1979 Nov 21	1979 Nov 21 0837	2026 Jul 17 0148	    1506.286 	   37116.6 	 	   37182.5 	 	 10.19 	 	VHEO	178.70W	 +  16.828W	1994 Jul 19?	P	-
S11622	1979-098B	DSCS II F-14	1979 Nov 21	1979 Nov 21 0848	2026 Jul 16 1848	    1464.148 	   36322.5 	 	   36345.3 	 	  8.43 	 	GEO/ID	115.76E	 +   6.923W	1995 Jun 19?	P	-
S11684	1979-105E	Blok DM No. 24L	1979 Dec 28	1979 Dec 28 1811	2026 Jul 16 1854	    1459.204 	   36162.5 	 	   36312.9 	 	  6.78 	 	GEO/ID	 94.48E	 +   5.723W	1979 Dec 28 1151:00	R	-
S11648	1979-105A	Gorizont	1979 Dec 28	1979 Dec 28 1831	2026 Jul 16 2206	    1436.819 	   35751.8 	 	   35849.7 	 	  5.86 	 	GEO/ID	 49.36E	 +   0.189W	1989 Dec 28	P	-
S11669	1980-004A	FLTSATCOM F3	1980 Jan 18	1980 Jan 20     	2026 Jul 17 0555	    1437.717 	   35723.7 	 	   35912.9 	 	  6.11 	 	GEO/ID	104.48W	 +   0.414W	1990 Dec 30	P	-
S11728	1980-016D	Blok DM No. 16L	1980 Feb 20	1980 Feb 20 1425	2026 Jul 16 2152	    1475.059 	   36478.2 	 	   36613.5 	 	  7.23 	 	GEO/ID	 77.22E	 +   9.542W	1980 Feb 20 0805:00	R	-
S11708	1980-016A	Raduga	1980 Feb 20	1980 Feb 20 1445	2026 Jul 16 2205	    1436.614 	   35787.1 	 	   35806.3 	 	  5.64 	 	GEO/ID	 46.46E	 +   0.137W	1986 Mar?	P	-
S11862	1980-049F	Blok DM No. 27L	1980 Jun 14	1980 Jun 14 0710	2026 Jul 16 1848	    1470.294 	   36331.6 	 	   36575.1 	 	  7.58 	 	GEO/ID	116.32E	 +   8.403W	1980 Jun 14 0049:50	R	-
S11841	1980-049A	Gorizont	1980 Jun 14	1980 Jun 14 0730	2026 Jul 16 1404	    1459.968 	   36240.1 	 	   36265.0 	 	  7.12 	 	GEO/ID	157.08E	 +   5.909W	1988 Oct 25	P	-
S14193	1980-060F	Blok DM No. 25L	1980 Jul 14	1980 Jul 15 0455	2026 Jul 17 0207	    1417.258 	   35341.6 	 	   35492.4 	 	  5.04 	 	GEO/ID	173.42E	 +   4.791E	1980 Jul 14 2235	R	-
S11890	1980-060A	Ekran	1980 Jul 14	1980 Jul 15 0515	2020 Aug  4 0042	    1436.136 	   35723.9 	 	   35850.8 	 	 10.47 	 	GEO/I	 15.11W	 +   0.017W	1980 Jul?	P	-
S11964	1980-074A	GOES 4	1980 Sep  9	1980 Sep 11 1200	2026 Jul 16 1406	    1451.108 	   35942.4 	 	   36217.4 	 	  7.92 	 	GEO/ID	164.06E	 +   3.741W	1988 Nov 25	P	-
S11970	1980-074C	Star 27 S/N 0020	1980 Sep  9	1980 Sep 11     	2026 Jul 16 0946	    1766.093 	   34094.1 	 	   49947.5 	 	 16.31 	 	VHEO	 83.11W	-	1980 Sep  9 2227	C	-
A03235	1980-074	GOES 4 VAS Cover	1980 Sep  9	1980 Sep 20?    	1980 Sep 20	    1438.775 	   35691.0 	 	   35987.0 	 	  0.31 	 	GEO/D	-	-	1980 Sep  9 2227	C	-
S12447	1980-081F	Blok DM No. 19L	1980 Oct  5	1980 Oct  5 2330	2026 Jul 16 2341	    1440.454 	   35852.4 	 	   35891.3 	 	  6.10 	 	GEO/ID	 22.57E	 +   1.099W	1980 Oct  5 1710:00	R	-
S12003	1980-081A	Raduga	1980 Oct  5	1980 Oct  5 2350	2026 Jul 17 0251	    1435.712 	   35731.8 	 	   35826.3 	 	  5.88 	 	GEO/I	 30.95W	 +   0.090E	1986 Nov	P	-
S12046	1980-087A	FLTSATCOM F4	1980 Oct 31	1980 Nov  2     	2026 Jul 16 1825	    1455.309 	   36150.6 	 	   36173.0 	 	  7.92 	 	GEO/ID	 93.38E	 +   4.773W	2000?	P	-
S12065	1980-091A	SBS 1	1980 Nov 15	1980 Nov 17 2235	2026 Jul 17 0325	    1442.432 	   35874.8 	 	   35946.3 	 	  9.94 	 	GEO/ID	157.45E	 +   1.593W	1990 Jun 22	P	-
S12089	1980-098A	INTELSAT 502	1980 Dec  6	1980 Dec  8 1231	2026 Jul 17 0258	    1456.117 	   36139.1 	 	   36216.1 	 	 11.25 	 	GEO/ID	  5.88W	 +   4.970W	1998 Apr 17	P	-
S12471	1980-104E	Blok DM No. 32L	1980 Dec 26	1980 Dec 26 1810	2026 Jul 16 2325	    1420.884 	   35355.8 	 	   35620.8 	 	  5.43 	 	GEO/ID	 62.72E	 +   3.858E	1980 Dec 26 1149:00	R	-
S12120	1980-104A	Ekran	1980 Dec 26	1980 Dec 26 1830	2026 Jul 16 2143	    1435.737 	   35757.1 	 	   35802.0 	 	  6.17 	 	GEO/I	 54.55E	 +   0.083E	1981 Dec	P	-
S12309	1981-018A	Esiafi 1	1981 Feb 21	1981 Feb 24 2336	2026 Jul 16 2027	    1436.051 	   35773.9 	 	   35797.5 	 	  8.64 	 	GEO/I	 69.54E	 +   0.004E	2010?	P	-
S12371	1981-025C	Transtage 40	1981 Mar 16	1981 Mar 17 0200	2026 Jul 16 1631	    1421.002 	   35250.1 	 	   35731.1 	 	  6.60 	 	GEO/ID	116.31E	 +   3.827E	1981 Mar 16 1924:00	R	-
S12339	1981-025A	DSP F9	1981 Mar 16	1981 Mar 17 0200	2026 Jul 16 2224	    1457.123 	   36117.0 	 	   36277.3 	 	  8.03 	 	GEO/ID	 61.09E	 +   5.216W	1988 Q1	P	-
A03296	1981-025	DSP 10 Aperture Cover	1981 Mar 16	1981 Mar 18?    	1981 Mar 18	    1436.015 	   35780.0 	?	   35790.0 	?	  1.00 	?	GEO/S	-	-	1981 Mar 16 1924:00	C	-
S14194	1981-027F	Blok DM No. 18L	1981 Mar 18	1981 Mar 18 1100	2026 Jul 17 0654	    1474.456 	   36463.1 	 	   36605.1 	 	  7.97 	 	GEO/ID	100.56E	 +   9.398W	1981 Mar 18 0440:00	R	-
S12351	1981-027A	Raduga	1981 Mar 18	1981 Mar 18 1120	2026 Jul 17 0604	    1434.227 	   35410.2 	 	   36089.8 	 	  6.22 	 	GEO/ID	 74.28W	 +   0.463E	1981 Apr?	P	-
S12474	1981-050A	INTELSAT 501	1981 May 23	1981 May 25 1142	2026 Jul 16 0819	    1456.755 	   36176.0 	 	   36204.0 	 	 10.93 	 	GEO/ID	 87.58W	 +   5.126W	1997 Feb  5	P	-
S12472	1981-049A	GOES 5	1981 May 22	1981 Jun  2     	2026 Jul 16 1236	    1436.974 	   35792.4 	 	   35815.1 	 	  9.31 	 	GEO/ID	120.68W	 +   0.228W	1990 Jul 18	P	-
A03330	1981-049	GOES 5 VAS Cover	1981 May 22	1981 Jun  5?    	1981 Jun  5	    1436.092 	   35714.0 	 	   35859.0 	 	  0.50 	 	GEO/S	-	-	1981 May 22 2229	C	-
S12544	1981-057A	Meteosat 2	1981 Jun 19	1981 Jun 20 0414	2026 Jul 16 2155	    1458.639 	   36107.6 	 	   36345.8 	 	 10.22 	 	GEO/ID	 78.09E	 +   5.586W	1991 Dec  6	P	-
S20837	1981-057F	Mage 1	1981 Jun 19	1981 Jun 20 0420	2026 Jul 16 1409	    1449.154 	   35725.9 	 	   36357.6 	 	  7.51 	 	GEO/ID	176.74E	 +   3.260W	1981 Jun 19 1232:59	C	-
S12545	1981-057B	Apple	1981 Jun 19	1981 Jun 21 2243	2026 Jul 16 1356	    1439.258 	   35734.0 	 	   35962.9 	 	  6.97 	 	GEO/ID	171.98W	 +   0.800W	1983 Sep 20	P	-
S12851	1981-061F	Blok DM No. 20L	1981 Jun 25	1981 Jun 26 0620	2026 Jul 17 0015	    1425.666 	   35572.4 	 	   35591.9 	 	  5.93 	 	GEO/ID	139.61E	 +   2.634E	1981 Jun 25 2355:00	R	-
S12564	1981-061A	Ekran	1981 Jun 25	1981 Jun 26 0640	2026 Jul 16 1851	    1436.818 	   35783.4 	 	   35818.0 	 	  6.46 	 	GEO/ID	 86.75E	 +   0.188W	1982 Jul?	P	-
A03353	1981-057	Meteosat 2 MVIRI cover	1981 Jun 19	1981 Jul 28?    	1981 Jul 28	    1434.279 	   35699.0 	 	   35803.0 	 	  1.03 	 	GEO/D	-	-	1981 Jun 19 1232:59	C	-
A03354	1981-057	Meteosat 2 cooler cover	1981 Jun 19	1981 Jul 28?    	1981 Jul 28	    1434.279 	   35699.0 	 	   35803.0 	 	  1.03 	 	GEO/D	-	-	1981 Jun 19 1232:59	C	-
